Date,1 Mo,3 Mo,6 Mo,1 Yr,2 Yr,3 Yr,5 Yr,7 Yr,10 Yr,20 Yr,30 Yr
2/22/93,#VALUE!,3.066909435,3.263027746,3.710830514,4.270523937,4.838495352,6.109020453,6.61439612,7.077390743,#VALUE!,7.486770904
2/23/93,#VALUE!,3.034677444,3.786798111,4.07282334,4.688361772,5.011524685,5.547846101,6.487210357,6.347299129,#VALUE!,7.073292035
2/24/93,#VALUE!,3.676376114,3.895377722,4.101961947,4.760148317,5.264957683,5.730985445,6.302959976,6.360658137,#VALUE!,7.628645929
2/25/93,#VALUE!,3.961418522,3.685000674,3.925309548,4.003564585,4.838896998,6.207974758,6.202246008,6.430509534,#VALUE!,6.937054424
2/26/93,#VALUE!,3.046921114,4.008891463,4.256394867,3.949288748,4.816497032,5.576118878,6.488043023,6.164807254,#VALUE!,6.984918303
3/1/93,#VALUE!,3.573420724,3.443135161,3.777298923,4.009003683,4.486598884,5.273779853,6.278696796,6.901216974,#VALUE!,7.557632663
3/2/93,#VALUE!,3.883363773,4.108243167,3.993366713,4.405625068,4.674942296,6.104888489,6.244384336,6.865502164,#VALUE!,7.657964525
3/3/93,#VALUE!,3.420487723,3.334736917,3.407723918,4.214018371,4.611337932,5.510214736,6.091123285,6.230917104,#VALUE!,7.362120592
3/4/93,#VALUE!,3.048793986,3.385882968,4.092214844,4.123834292,4.306114881,5.66025853,6.281832749,6.368002591,#VALUE!,6.943942762
3/5/93,#VALUE!,3.230809076,3.425310138,4.293369605,4.790578511,4.603321015,6.039267958,6.252261324,6.181829729,#VALUE!,7.544669359
3/8/93,#VALUE!,3.613954109,3.739454876,4.307561236,4.321177683,5.09499612,5.813356575,5.930369094,5.934989072,#VALUE!,6.767532839
3/9/93,#VALUE!,3.262168481,3.84915276,3.936316114,4.196396497,5.210827969,5.655391768,5.86116688,6.842442705,#VALUE!,6.771892887
3/10/93,#VALUE!,3.930424432,4.17027684,3.708794968,4.453122296,4.5980488,5.932368518,6.407059454,6.821972745,#VALUE!,7.649906065
3/11/93,#VALUE!,3.770293053,3.245246418,3.723591723,4.025788085,5.428977078,6.216551906,6.13625699,6.843804233,#VALUE!,7.529351725
3/12/93,#VALUE!,3.594567455,3.420860303,3.545455734,4.854157308,5.212506003,5.43200664,6.446829391,6.717738646,#VALUE!,7.700873948
3/15/93,#VALUE!,3.306449703,3.914666137,4.181147362,4.102021883,5.592830738,5.398238182,6.652546119,6.475908391,#VALUE!,7.270730504
3/16/93,#VALUE!,3.317569374,3.618593173,3.704839554,4.179079881,4.887709962,5.798538913,6.684260471,6.670368341,#VALUE!,7.716676143
3/17/93,#VALUE!,3.104359675,4.124078046,4.326803851,4.688306928,5.277272199,6.076504216,6.707075574,6.058728757,#VALUE!,7.808628886
3/18/93,#VALUE!,3.589348543,3.544235589,3.841180662,4.065254237,5.087132809,5.354071625,5.801542918,6.694095439,#VALUE!,7.643169296
3/19/93,#VALUE!,3.246604892,3.851921063,4.070284938,4.230253182,4.996260999,5.767618629,6.249103284,6.481465849,#VALUE!,6.989959609
3/22/93,#VALUE!,3.794116561,3.157894573,3.89361834,4.199269093,5.339689737,5.586794451,6.047449721,6.233375067,#VALUE!,7.102666169
3/23/93,#VALUE!,3.179748378,3.925946871,4.115348649,4.487193335,4.988851815,5.343064321,6.11079805,6.764077076,#VALUE!,6.944045506
3/24/93,#VALUE!,3.691376291,3.512423111,3.790968342,4.713464447,4.775426248,6.124732692,5.933302306,6.317899022,#VALUE!,7.437998518
3/25/93,#VALUE!,3.678970584,3.308230479,3.758648204,4.235335877,5.321146466,5.992537885,6.452686117,6.274116619,#VALUE!,7.199658308
3/26/93,#VALUE!,3.499005019,3.143143754,3.521477719,4.715134493,5.297661128,5.325962605,5.787601628,6.105478455,#VALUE!,7.712617517
3/29/93,#VALUE!,3.138866171,3.568720868,3.504314525,4.761755053,4.847461469,5.363812956,6.025519622,6.576232872,#VALUE!,7.475950832
3/30/93,#VALUE!,2.989779931,3.600963483,4.026669289,4.157825737,5.325129989,5.531768402,6.505976773,6.370682631,#VALUE!,7.066848471
3/31/93,#VALUE!,3.667668134,3.743293126,3.503231293,4.217302942,4.64508431,6.008726069,5.743821242,6.452668618,#VALUE!,7.044941669
4/1/93,#VALUE!,3.049479301,3.62299517,3.973611569,4.687144435,4.855813943,5.374488074,5.846249015,6.693434207,#VALUE!,7.354961021
4/2/93,#VALUE!,3.956352674,3.568591286,4.239709769,4.079546656,5.059340104,5.913035662,6.695842931,6.6273546,#VALUE!,7.531162585
4/5/93,#VALUE!,3.16437639,3.397984638,3.747117147,4.594955776,4.716613542,6.252202742,5.896359138,6.222136207,#VALUE!,7.062566078
4/6/93,#VALUE!,3.124643908,3.921587254,3.55565632,4.658561003,4.96146164,5.7241145,6.665865333,6.551496091,#VALUE!,7.006651972
4/7/93,#VALUE!,3.406460473,3.808096801,3.457120293,4.42940037,4.683252171,6.043360074,5.966258425,7.067755738,#VALUE!,7.011531755
4/8/93,#VALUE!,3.632562971,3.398255596,4.110376485,4.116983342,4.872661702,5.597581987,5.978342803,6.449814169,#VALUE!,6.89414058
4/12/93,#VALUE!,3.710856098,3.6312856,3.581362505,4.3578974,4.991814992,5.691305654,5.785667732,6.132402833,#VALUE!,6.907642204
4/13/93,#VALUE!,3.008910271,3.297491763,3.652812038,4.53305965,4.939085736,5.9007589,5.879331477,6.184467388,#VALUE!,6.961568587
4/14/93,#VALUE!,3.431028635,3.362442054,3.891997499,4.679629243,4.461321014,5.976172793,5.784782781,6.077616707,#VALUE!,7.383069343
4/15/93,#VALUE!,3.208328288,3.520369727,4.058836783,4.542309423,4.391168958,5.414661902,6.284883301,5.987986595,#VALUE!,7.344765394
4/16/93,#VALUE!,3.209667684,4.01025286,3.286882464,4.299657855,5.086556642,5.923022324,5.687505166,6.019364834,#VALUE!,7.487874145
4/19/93,#VALUE!,3.126575891,3.934578058,3.979285117,4.45098057,4.515115846,5.138516092,5.669928198,6.371799575,#VALUE!,7.442964561
4/20/93,#VALUE!,3.502873535,3.330703982,3.692947841,3.876575062,5.19984881,5.114871114,6.315536727,5.945344166,#VALUE!,7.084721083
4/21/93,#VALUE!,3.401900922,3.685510362,4.079197123,4.065100725,4.641158806,5.289070175,6.127899738,6.17073063,#VALUE!,6.918183067
4/22/93,#VALUE!,3.476165643,3.909330442,3.854808978,4.170695702,4.394618134,5.461962297,6.292725179,6.165643078,#VALUE!,7.613307917
4/23/93,#VALUE!,3.602520906,3.641694461,3.743873376,4.456194087,4.270844,5.661909372,5.963689293,6.422185009,#VALUE!,6.916679189
4/26/93,#VALUE!,3.669193273,3.761909427,3.537774948,4.112530053,4.481421764,5.642354661,5.582469153,6.590425753,#VALUE!,6.834416481
4/27/93,#VALUE!,3.270272387,3.723533502,4.246925793,4.109404574,5.002826441,5.290305451,6.400418278,6.614912929,#VALUE!,7.548369217
4/28/93,#VALUE!,3.705881827,3.977004346,4.088517268,4.250961371,5.192756215,5.383243089,5.649588384,6.919883669,#VALUE!,7.302414131
4/29/93,#VALUE!,2.992145569,3.424167493,3.741665946,4.122431202,4.432252876,5.242935684,5.834767821,6.431206202,#VALUE!,7.669275454
4/30/93,#VALUE!,3.417950529,4.054262988,3.361888235,4.190261174,5.173723881,5.464136799,5.838971511,6.449032952,#VALUE!,7.850528614
5/3/93,#VALUE!,3.604742564,3.333433499,3.244597209,4.472150648,4.255053528,5.437386505,6.154660961,6.265849272,#VALUE!,7.371576687
5/4/93,#VALUE!,3.580590967,3.813971731,3.939727105,4.042878011,4.427688441,6.036213593,5.990559206,6.044789897,#VALUE!,7.539115462
5/5/93,#VALUE!,3.709313706,3.366850644,4.054004587,4.590413682,5.113478436,5.700469537,6.109965326,6.058818832,#VALUE!,7.636961389
5/6/93,#VALUE!,3.6266339,3.914535652,3.451275915,4.590248753,4.847545952,5.201562849,6.433513474,6.173786649,#VALUE!,7.746329011
5/7/93,#VALUE!,3.606557423,3.980170082,3.733497878,4.157562969,4.254246808,5.062882066,6.519089601,6.368254898,#VALUE!,7.092880036
5/10/93,#VALUE!,3.943174424,3.644180419,4.161729541,4.305025748,4.322117604,5.825687501,6.43734099,6.616638292,#VALUE!,7.225213033
5/11/93,#VALUE!,3.377270403,3.137732655,3.745226243,3.900502373,4.347052369,5.541244196,5.940771218,6.596997908,#VALUE!,7.163680507
5/12/93,#VALUE!,3.507039551,3.45788105,4.145768636,4.092388747,4.776730251,5.326049224,6.37243353,6.491269959,#VALUE!,7.528869154
5/13/93,#VALUE!,3.36647873,3.593414459,3.311277123,4.195356205,4.564199028,5.899062744,5.93264754,6.675867882,#VALUE!,7.150690039
5/14/93,#VALUE!,3.210590754,3.815324557,4.198101476,4.577788296,4.691764453,5.268276867,5.732340345,6.440181128,#VALUE!,7.611516798
5/17/93,#VALUE!,3.835979661,3.298858686,4.283188076,4.885615115,5.460904204,5.630671209,6.43109021,6.214149218,#VALUE!,7.096855101
5/18/93,#VALUE!,3.863016034,3.439598206,3.865436052,4.312503249,5.305516589,6.079631283,6.513890214,6.773578181,#VALUE!,7.190747622
5/19/93,#VALUE!,3.155589772,4.165198161,3.472793031,4.742771087,4.99418821,5.444361443,6.228958548,6.596253278,#VALUE!,6.995416782
5/20/93,#VALUE!,3.707525805,3.236709056,3.957317844,4.65083904,5.016451127,5.821147933,6.278637581,6.40268786,#VALUE!,7.581703708
5/21/93,#VALUE!,3.071368435,3.363391685,4.131520316,5.135062022,5.395312015,5.470142083,6.046091511,7.016979702,#VALUE!,7.558853251
5/24/93,#VALUE!,3.531547658,3.39226322,3.72604156,4.712187535,5.0985808,6.240235988,6.041555427,6.161766482,#VALUE!,7.82479292
5/25/93,#VALUE!,4.109869391,3.623963871,3.751948216,4.770671276,5.134289637,6.346417054,6.607069494,6.732557528,#VALUE!,7.093926396
5/26/93,#VALUE!,3.231256739,3.968576436,4.342087326,4.297686147,4.935065286,5.526516028,6.57677188,6.991910767,#VALUE!,7.153219197
5/27/93,#VALUE!,4.019788525,4.005657508,4.360837126,4.67908409,5.163490972,5.669010982,6.420892174,7.018192273,#VALUE!,7.606905683
5/28/93,#VALUE!,3.77961159,3.788131381,4.567746942,4.426807634,4.899240932,6.367111142,6.550906384,6.973046002,#VALUE!,7.470216866
6/1/93,#VALUE!,3.529730079,3.408933445,4.386950883,4.693038751,5.267608652,6.187505116,5.715864583,6.632530777,#VALUE!,7.452074542
6/2/93,#VALUE!,3.998487334,4.2385607,4.299923516,5.066172554,5.534584743,6.112305236,6.039248306,6.972493359,#VALUE!,7.036651171
6/3/93,#VALUE!,3.727916345,3.274507327,3.838548058,4.684779043,5.210177792,5.482620312,5.751276992,6.975876094,#VALUE!,6.877027848
6/4/93,#VALUE!,3.396410015,4.303672451,4.280978837,5.17951817,5.000898283,5.934183979,6.153812516,6.907472917,#VALUE!,7.636042633
6/7/93,#VALUE!,3.765640896,3.674141457,4.027838886,5.254663188,5.511005442,5.926056707,6.558236184,7.039327559,#VALUE!,7.503048906
6/8/93,#VALUE!,3.756620383,3.576730451,4.299545768,4.680055723,5.369871468,5.44840676,6.073377008,6.17967432,#VALUE!,7.597930953
6/9/93,#VALUE!,3.991671254,3.862292479,4.30097622,4.89394058,4.909068803,6.2903602,6.011495709,6.353835301,#VALUE!,7.009125532
6/10/93,#VALUE!,3.403133506,3.448932607,3.646795316,5.10203434,5.349699064,5.954104082,6.532246641,6.719892547,#VALUE!,7.017497803
6/11/93,#VALUE!,3.438445917,3.469232856,3.572311715,4.757459894,4.854121427,5.629648081,6.216491696,6.480408937,#VALUE!,7.24089578
6/14/93,#VALUE!,3.522623557,3.79341908,3.692794486,4.405193141,4.524311061,6.047992095,6.383904996,6.848659147,#VALUE!,6.957633154
6/15/93,#VALUE!,3.874648624,4.022049052,3.579606847,4.513998583,5.481919177,6.138021844,5.839729713,6.895839266,#VALUE!,7.41659592
6/16/93,#VALUE!,4.016160625,4.123671874,3.538634114,4.408581683,4.901111973,5.398120654,6.427806569,6.919800531,#VALUE!,7.681685562
6/17/93,#VALUE!,3.534321638,3.838148373,4.027994301,4.318095266,4.659632647,5.563851652,5.926202761,6.702420051,#VALUE!,6.994284808
6/18/93,#VALUE!,3.844194429,4.179269892,3.627582513,4.695270309,4.636377428,6.067151982,5.876134136,6.85040444,#VALUE!,7.200524433
6/21/93,#VALUE!,4.107460024,3.892654821,4.497267559,5.100328215,4.816484245,5.711777562,5.747957019,6.877389467,#VALUE!,6.956972762
6/22/93,#VALUE!,3.461188141,3.517710975,3.876204087,4.787425275,5.076780957,5.966118047,5.781425469,6.35304523,#VALUE!,7.65876131
6/23/93,#VALUE!,3.824102346,3.766180283,4.558898489,4.326413179,5.1966714,5.502073049,6.147179191,6.151848185,#VALUE!,6.860493236
6/24/93,#VALUE!,3.176339366,4.088806146,4.222568325,5.111590025,4.896518699,5.898849946,5.743615183,6.03503589,#VALUE!,6.755362468
6/25/93,#VALUE!,3.601912702,3.51579421,4.014995369,5.085723268,5.391765068,5.84205643,6.339072972,6.117503816,#VALUE!,7.70176677
6/28/93,#VALUE!,3.731274759,3.353591985,4.346448219,4.934477503,4.758354629,5.469278427,6.309216335,6.345822773,#VALUE!,7.617567775
6/29/93,#VALUE!,3.616488292,3.977607305,3.871998809,4.18923923,5.318291564,5.668137562,6.244191411,5.917913145,#VALUE!,7.493315267
6/30/93,#VALUE!,3.844592802,3.385148246,4.033081303,4.03809545,4.984103939,5.526835191,5.481226543,5.971151705,#VALUE!,7.127055224
7/1/93,#VALUE!,3.434814779,3.373604949,3.995394133,4.653417985,5.159922612,5.328002548,5.59522603,6.301014681,#VALUE!,7.472485174
7/2/93,#VALUE!,3.732483685,3.571929858,3.654769876,4.083294332,4.542828746,5.330279831,6.319951363,6.626900648,#VALUE!,6.757164739
7/6/93,#VALUE!,3.813859127,3.689211795,3.565197157,4.805915739,4.756429892,5.804840423,5.620977749,5.867826421,#VALUE!,7.230619085
7/7/93,#VALUE!,3.609653271,3.498725991,4.356859716,4.462425288,5.204727375,5.077970941,5.87768352,6.688895575,#VALUE!,7.003427294
7/8/93,#VALUE!,3.868398171,3.644044407,4.155370046,4.79937067,5.100224121,5.597697585,6.430614261,6.127804488,#VALUE!,6.984356017
7/9/93,#VALUE!,3.934945038,3.430008644,3.65797333,4.327325976,4.731564004,5.602688372,6.085042111,6.063316653,#VALUE!,7.500625362
7/12/93,#VALUE!,3.860500729,4.084731424,4.306520606,4.890281953,4.68108761,5.78288527,6.352616252,5.861766835,#VALUE!,7.139398106
7/13/93,#VALUE!,3.140550235,3.765812873,4.124940657,4.23958882,4.542742243,5.394748529,6.085032474,5.844275212,#VALUE!,6.708277736
7/14/93,#VALUE!,3.429603932,3.259687232,4.230131085,4.753047605,5.213659433,5.416036897,6.196821695,6.528010615,#VALUE!,6.899887245
7/15/93,#VALUE!,3.587499303,3.573994135,3.529964914,4.396862093,4.530222778,5.932736452,5.593985097,6.570285512,#VALUE!,6.653177315
7/16/93,#VALUE!,3.204912577,4.031003422,3.636918557,4.820158291,4.802175506,5.763980783,6.287132415,6.330444595,#VALUE!,6.707746213
7/19/93,#VALUE!,3.32731298,3.663202097,3.629621447,4.500027635,4.636751704,5.397343235,6.234314874,6.659676662,#VALUE!,6.553651157
7/20/93,#VALUE!,4.029361296,3.50732113,4.228386115,4.430866399,5.130026589,5.891806168,5.47663009,6.033868784,#VALUE!,7.289112686
7/21/93,#VALUE!,3.336265389,3.697607214,4.256023132,4.841469286,5.179612564,5.881472689,6.057100327,6.226661414,#VALUE!,6.803906603
7/22/93,#VALUE!,4.132035462,3.958463513,3.659463158,4.465669351,4.725838403,5.263589635,5.925719682,6.537673773,#VALUE!,6.714879898
7/23/93,#VALUE!,3.633131728,3.787893042,4.179661413,4.948513096,5.444480187,5.940004624,6.390439871,6.187866264,#VALUE!,6.780022574
7/26/93,#VALUE!,3.394333315,3.898300609,4.253153319,4.78086136,5.289399204,5.892815383,5.946513578,6.495386193,#VALUE!,7.664057789
7/27/93,#VALUE!,3.868460664,3.542958439,3.617235123,4.64042276,4.983730287,5.785821709,6.070809161,6.243192998,#VALUE!,7.41908874
7/28/93,#VALUE!,4.124836003,3.745190842,3.698031284,4.468009208,5.099084221,6.049300712,6.417134188,6.514617383,#VALUE!,7.205177889
7/29/93,#VALUE!,3.37278638,4.2213561,3.5133153,4.625908614,5.408737761,5.935461675,6.460346627,6.693218678,#VALUE!,7.144402265
7/30/93,#VALUE!,3.649847201,3.875718838,4.203729334,4.261161414,4.742293118,5.595205486,5.63063204,5.931923179,#VALUE!,6.670276744
8/2/93,#VALUE!,3.594590971,3.601683486,3.746747762,4.29135188,5.465344856,5.749603255,6.503619989,5.976492732,#VALUE!,7.091123891
8/3/93,#VALUE!,3.413355423,3.945689237,3.687416658,4.532768132,5.076074953,5.55763642,5.552829742,6.590224308,#VALUE!,7.491822137
8/4/93,#VALUE!,3.799284684,3.424294768,4.294827409,4.442646043,5.441927624,5.745910423,5.574108329,6.478866259,#VALUE!,7.448403607
8/5/93,#VALUE!,4.090513937,3.435591341,4.294658219,4.129048851,4.57153634,6.153370854,6.252535157,5.870937803,#VALUE!,6.679615825
8/6/93,#VALUE!,3.416398363,3.842573604,4.193352709,4.542820224,4.90338389,5.584097871,5.949949507,6.165959045,#VALUE!,7.257082747
8/9/93,#VALUE!,3.76789526,4.028992425,4.008277498,5.029954783,4.498157006,5.83117808,5.571164541,5.895991194,#VALUE!,7.277658244
8/10/93,#VALUE!,3.324686227,3.854393922,3.731445133,4.444784142,4.94398749,6.054549936,5.904322052,6.767779198,#VALUE!,6.894729581
8/11/93,#VALUE!,3.874887573,3.544668453,3.88880611,4.830112141,5.231465422,5.739475423,6.189501465,5.869435143,#VALUE!,6.969973423
8/12/93,#VALUE!,3.331679212,4.081268349,3.794826033,4.842965348,4.85850828,5.180278283,5.994710818,6.073559743,#VALUE!,6.917023552
8/13/93,#VALUE!,3.1600576,3.45596079,3.990035523,4.073648113,5.104881366,5.708397716,6.067668713,6.40438934,#VALUE!,6.382680268
8/16/93,#VALUE!,3.48345188,3.607067786,4.261652171,4.955454419,4.568791248,5.949089293,5.714730862,6.341073124,#VALUE!,6.959694459
8/17/93,#VALUE!,3.546947637,3.646314909,3.770427386,4.480377101,4.514508313,5.521124681,6.320631358,5.972745247,#VALUE!,6.922691187
8/18/93,#VALUE!,3.706799174,3.240583614,3.824326485,4.043835747,4.398806331,5.92402097,5.544045226,6.117367252,#VALUE!,6.954962423
8/19/93,#VALUE!,3.35755175,3.201778748,4.146677144,4.026476091,4.380984271,5.169488116,6.282007437,5.938997095,#VALUE!,6.358955996
8/20/93,#VALUE!,4.028994405,4.195916943,3.615974323,4.362207298,4.894493296,5.143854612,5.82109506,6.217073499,#VALUE!,6.674951108
8/23/93,#VALUE!,3.375773388,3.240739934,3.949512248,4.244371652,4.72604644,5.141405438,5.769838502,6.307674039,#VALUE!,6.33299685
8/24/93,#VALUE!,3.814755546,3.790746617,3.878148667,4.379164686,4.515208921,5.660885073,6.038081318,6.022739106,#VALUE!,6.253747884
8/25/93,#VALUE!,3.183170264,3.734621369,3.402726495,4.034560037,5.172282932,5.616662358,5.476060546,5.822995415,#VALUE!,6.766630448
8/26/93,#VALUE!,3.587292613,3.959729875,3.469001211,4.348588981,5.151058889,5.574578273,5.357298563,5.569952015,#VALUE!,6.388126495
8/27/93,#VALUE!,3.512925745,4.061446435,3.400424079,4.815531813,4.223931897,5.262112575,5.246819271,6.332818167,#VALUE!,7.024815762
8/30/93,#VALUE!,3.460416799,4.073836279,4.045736098,4.52932152,4.444759285,5.11602786,5.725366543,5.731869239,#VALUE!,6.344985969
8/31/93,#VALUE!,3.156001623,3.226453918,3.572172066,4.586218633,5.133566411,5.733239901,5.270320021,5.513261212,#VALUE!,6.893228499
9/1/93,#VALUE!,3.95167961,3.362337992,3.406546826,3.953179209,5.131057563,5.465414448,5.790755576,5.589215348,#VALUE!,6.938412355
9/2/93,#VALUE!,3.389737717,3.254113941,3.608974661,4.132148029,4.211176552,4.761303039,5.216993198,5.701397656,#VALUE!,6.426500941
9/3/93,#VALUE!,3.608935246,3.134647792,3.276933143,4.616574097,4.787189175,5.599495219,5.942390746,5.58055385,#VALUE!,6.661687097
9/7/93,#VALUE!,3.339897072,3.47726999,3.535595498,4.481238621,4.474378678,5.463443246,5.624661131,5.759585145,#VALUE!,6.865253962
9/8/93,#VALUE!,3.721004595,3.929752301,3.758266797,4.365561304,4.937587801,5.531492314,5.319929722,5.971681753,#VALUE!,5.887621719
9/9/93,#VALUE!,3.307415922,3.482431818,3.792384659,4.445056486,4.887431323,4.772973925,5.726327008,6.230593413,#VALUE!,6.478042321
9/10/93,#VALUE!,3.197104833,3.627938596,3.979844809,4.228461339,4.1916429,5.080162918,5.210615752,5.961373654,#VALUE!,6.299624243
9/13/93,#VALUE!,3.861868941,3.805947453,4.206057647,4.055813131,4.737377353,5.412488925,5.823376372,5.284263317,#VALUE!,6.571491954
9/14/93,#VALUE!,3.386690712,3.263155017,3.468232536,4.860019951,4.574671979,5.248780876,5.397736129,6.134209193,#VALUE!,6.665067331
9/15/93,#VALUE!,3.260733135,3.17432381,4.229287466,4.404524198,4.347263248,4.876653703,5.56220328,5.512315714,#VALUE!,6.884915974
9/16/93,#VALUE!,3.109853697,3.459675972,4.017782053,3.996284597,4.235857724,4.806620402,5.480994429,5.680952009,#VALUE!,6.022958178
9/17/93,#VALUE!,3.348569585,4.043958909,3.81075945,4.104134395,4.245622559,4.88599288,5.664203159,6.032189458,#VALUE!,6.30857671
9/20/93,#VALUE!,3.324406736,4.15030873,3.5581818,4.427546436,4.727668017,4.825653485,5.206338361,5.654619944,#VALUE!,6.334739555
9/21/93,#VALUE!,3.575549817,3.494724569,4.191216263,4.290131821,4.593842698,5.468286472,5.371514557,6.198824012,#VALUE!,6.469614981
9/22/93,#VALUE!,3.527574671,3.484642925,3.607016121,4.10304383,4.437219392,5.423251624,5.395678918,6.088589465,#VALUE!,6.740423499
9/23/93,#VALUE!,3.030367594,3.560668998,4.259458892,4.60565149,4.401892799,4.944237952,5.923038967,6.166497096,#VALUE!,6.272683015
9/24/93,#VALUE!,3.206937475,3.553953735,4.051629423,4.052428505,4.321636683,5.638547345,5.845704705,5.865524496,#VALUE!,6.132887648
9/27/93,#VALUE!,3.097555509,3.301549815,3.439165358,4.542345218,5.081402137,4.846953495,5.646385882,5.617538877,#VALUE!,6.47180357
9/28/93,#VALUE!,3.202146538,3.495244448,3.479021703,4.332514144,5.099202509,5.582088865,5.142393932,5.548705281,#VALUE!,6.493398449
9/29/93,#VALUE!,3.331427896,3.299563593,4.040707073,4.630942944,4.888607803,4.98414342,5.944289686,5.871533094,#VALUE!,6.558077214
9/30/93,#VALUE!,3.37571706,3.248278,4.072775413,4.682277341,5.012553252,5.747507844,5.848966606,5.617635165,#VALUE!,6.602031511
10/1/93,#VALUE!,3.213146082,3.748389806,3.768417917,4.357740074,4.426689031,5.502897917,5.632779688,5.368770245,6.926911225,6.024419901
10/4/93,#VALUE!,3.488418013,3.337702015,3.483002233,4.081147901,4.915546638,5.112008123,5.73116503,5.442737893,6.346099431,6.847206996
10/5/93,#VALUE!,3.269261311,3.954097127,4.365135016,3.879104936,5.160903559,5.189514784,5.663260782,5.639714487,6.220071579,6.672984292
10/6/93,#VALUE!,3.20142326,3.7330811,3.519446141,4.005387166,4.769314171,5.050331809,5.256718869,6.340589425,6.739085588,6.58552725
10/7/93,#VALUE!,3.251150315,3.790426675,3.422037541,3.8396529,4.463642474,5.245816522,5.148656532,6.221753226,6.35247909,6.497611751
10/8/93,#VALUE!,3.201231081,3.497066146,3.404858809,4.317585042,4.68696258,5.59562562,5.452995864,5.758565942,6.844993181,6.105447795
10/12/93,#VALUE!,3.721347837,3.555892192,4.356870605,4.413558209,4.627998272,5.040858938,5.773873436,5.786481104,6.847309518,6.076027621
10/13/93,#VALUE!,3.613167537,3.929610903,3.845915879,4.632055372,5.051765706,5.105631971,5.373063254,6.033486744,6.745937297,6.244232351
10/14/93,#VALUE!,4.034573144,3.258764896,3.544963783,4.71468062,4.67282652,5.049936875,5.584824642,5.980676,6.278713609,6.079992133
10/15/93,#VALUE!,3.638494758,4.152402807,4.001397007,4.182793398,4.18926097,5.007452181,5.482370067,5.428218877,6.818648897,6.551277456
10/18/93,#VALUE!,3.827946474,3.797684063,4.340799079,4.591930282,4.551645957,4.972392071,5.508275348,5.656204603,6.95809915,6.369558983
10/19/93,#VALUE!,3.811783308,3.529858109,3.474598247,4.076418879,4.25453877,5.564974002,5.117276603,5.951220001,6.156568826,6.711462264
10/20/93,#VALUE!,3.369892278,3.616091895,3.992077415,4.123820077,4.972977258,5.498546343,5.897426428,6.179665467,6.796312109,6.295563839
10/21/93,#VALUE!,3.834094109,3.26659303,3.621743111,4.019672443,4.627518779,4.783934666,5.596905304,5.430757604,6.355756349,6.73538218
10/22/93,#VALUE!,3.612082279,3.655775724,3.902009921,3.926420696,4.515842758,4.938831036,5.291945671,6.036469476,6.669045686,6.129406695
10/25/93,#VALUE!,3.805348595,3.827391303,4.115308214,4.242630413,5.096628811,5.006584547,5.490235077,5.773048359,6.726282046,6.674596371
10/26/93,#VALUE!,3.791395544,3.936998135,4.372202752,4.5074336,4.524920759,5.523388956,5.77462295,5.930672742,6.359551967,6.522312035
10/27/93,#VALUE!,3.339547815,3.594995098,3.84276708,4.792703852,4.641536226,5.209565406,5.962646946,5.696792236,6.309977877,6.995381257
10/28/93,#VALUE!,3.394001627,3.727242088,4.078328746,4.433000322,4.815457029,5.142671913,5.860929162,6.340604256,6.550248076,6.146804453
10/29/93,#VALUE!,3.929676111,4.019932585,3.628387273,4.438856899,5.044766302,5.57732997,5.407483567,5.456147684,6.898925502,6.000569801
11/1/93,#VALUE!,3.60796225,3.422531502,4.058831117,4.629242745,4.902282898,5.068153038,6.200460804,6.50055982,6.579076279,6.394408635
11/2/93,#VALUE!,3.410554556,3.908472038,4.14512007,4.401292477,5.473495296,5.430834254,5.839097717,5.807288555,6.417778202,6.939375431
11/3/93,#VALUE!,3.940990657,4.19791729,4.144712408,4.701453327,5.277582653,5.158449711,6.331733039,5.952647552,6.515391784,6.869271921
11/4/93,#VALUE!,3.44761745,3.86755545,3.953918189,4.223117872,4.717572568,5.701043636,6.143040801,6.594107243,6.8126987,6.338054284
11/5/93,#VALUE!,4.012555856,4.164390304,4.559110702,4.833251973,5.197718894,5.596613771,6.018951984,6.343439709,7.239407,6.92539509
11/8/93,#VALUE!,3.438161067,3.933846278,4.24296383,4.426571455,5.047389214,5.47048417,5.95924892,5.971409208,6.991032066,6.372248668
11/9/93,#VALUE!,3.514846469,3.683633133,4.501941483,4.466001542,4.747479713,5.082453546,5.874660176,5.788378611,6.323726157,7.06244796
11/10/93,#VALUE!,3.316333411,3.587270009,3.612842764,5.000490369,5.200309909,5.772316295,5.633816344,6.215258479,6.38222895,6.21658516
11/12/93,#VALUE!,4.120605495,4.28974133,3.566170562,4.867208028,5.418744619,5.986703822,6.344705684,6.255936892,7.172608398,7.116815724
11/15/93,#VALUE!,3.908685657,4.029228708,3.983060988,4.788864001,5.129681285,5.245949938,6.323617374,6.272285988,6.601283761,6.262736101
11/16/93,#VALUE!,4.124477531,3.372872937,3.787149219,4.467707052,4.542870861,5.828311786,5.746373536,6.534664953,6.894858176,6.753268661
11/17/93,#VALUE!,3.236629315,4.07067647,4.463854609,4.28870119,4.85049668,5.693532045,6.341446849,6.50753511,6.749821297,7.072706585
11/18/93,#VALUE!,4.013872216,4.104506138,4.499857844,4.191263009,4.909127993,5.471292638,6.05987021,6.65257682,6.886339095,6.717252572
